Name_of_App,Rating,Company,App_Detail_Web_Page_URL
Avion Flight Simulator ™,"3.9
star",Teapot Games,https://play.google.com/store/apps/details?id=com.teapotgames.avionflightsimulator
IndiGo Flight Booking App,"4.0
star",InterGlobe Aviation Limited,https://play.google.com/store/apps/details?id=in.goindigo.android
byAir: Flight Tracker,"4.5
star",BYAIRAPP S.L.,https://play.google.com/store/apps/details?id=com.byairapp.android
All Flight Tickets Booking App,"3.0
star","Flights, Hotels & Rental Cars Booking by Bookians",https://play.google.com/store/apps/details?id=com.allflightbooking.app
Uber - Request a ride,"4.5
star","Uber Technologies, Inc.",https://play.google.com/store/apps/details?id=com.ubercab
Wayflight: Live Flight Tracker,,Pexelerate,https://play.google.com/store/apps/details?id=com.pexelerate.wayflight
Skyscanner Flights Hotels Cars,"4.8
star",Skyscanner Ltd,https://play.google.com/store/apps/details?id=net.skyscanner.android.main
Flight Video,,Antietam Broadband,https://play.google.com/store/apps/details?id=com.schurz.tv.platform
FlightsAround・Flight Tracker,,Lascade,https://play.google.com/store/apps/details?id=com.lascade.flighttracker
FlyVRX Fighter Jet - Air Force,"4.5
star",Skippy Games,https://play.google.com/store/apps/details?id=com.skippy.jet.air.strike.mission
Magic: The Gathering Arena,"4.3
star",Wizards of the Coast LLC,https://play.google.com/store/apps/details?id=com.wizards.mtga
FlightOps - FlightSafety,,FlightSafety International,https://play.google.com/store/apps/details?id=com.flightsafety.flightops.ui.prod
ixigo: Flight & Hotel Booking,"4.3
star","ixigo - IRCTC Authorised Partner, Flight Tickets",https://play.google.com/store/apps/details?id=com.ixigo
Delta Force,"4.5
star",Level Infinite,https://play.google.com/store/apps/details?id=com.proxima.dfm
NewsBreak: Local News & Alerts,"4.6
star",Particle Media Inc.,https://play.google.com/store/apps/details?id=com.particlenews.newsbreak
The Flight Tracker,"4.1
star",Impala Studios,https://play.google.com/store/apps/details?id=com.flistholding.flightplus
Foundation: Galactic Frontier,"4.0
star",FunPlus International AG,https://play.google.com/store/apps/details?id=com.games.foundation
Tiny Survivors,"4.4
star",FunPlus International AG,https://play.google.com/store/apps/details?id=com.gzgroup.lproject3
Day R Premium,"4.2
star
$4.99",Rmind Games,https://play.google.com/store/apps/details?id=com.gm_shaber.dayrpremium
Flow - Depression treatment,"3.4
star",Flow Neuroscience,https://play.google.com/store/apps/details?id=com.flowneuroscience.flow.droid
Zori Affirmations & Self Love,"4.6
star",RocketHen,https://play.google.com/store/apps/details?id=com.rockethen.zori
Shmoody: Improve Your Mood,"4.8
star",Moodworks Inc,https://play.google.com/store/apps/details?id=com.yc14ec100daa.www
Catzy: Self-Care Journey,"4.8
star","Chongqing Nieruo Technology Co., Ltd.",https://play.google.com/store/apps/details?id=com.nieruo.healthapp
Volume Booster GOODEV,"4.6
star",GOODEV,https://play.google.com/store/apps/details?id=com.goodev.volume.booster
Mood Bloom™ - Therapeutic Game,"4.2
star",Hedonia,https://play.google.com/store/apps/details?id=hedonia.bloom.mood
Move Mood,"3.4
star",stem4,https://play.google.com/store/apps/details?id=uk.org.stem4.movemood
Mood Play,"4.3
star",D. Saldias Villarroel,https://play.google.com/store/apps/details?id=com.play.moodenplay
WellTrack Boost,"3.0
star",ProtoCall Services,https://play.google.com/store/apps/details?id=com.cyberpsyc.welltrackapp
Mood Enhancer,,Sketchter,https://play.google.com/store/apps/details?id=com.sketchter.moodenhancer
YouTube Music,"4.6
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.music
Google Messages,"4.6
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.messaging
MoodMe: Relationship Mood App,"3.7
star",Moodme,https://play.google.com/store/apps/details?id=com.tepia.moodme
SeatBoost,"4.1
star",SeatBoost Inc.,https://play.google.com/store/apps/details?id=com.seatboost.ma_v2
Power Boost Mindset & Mood,,B!Aspired,https://play.google.com/store/apps/details?id=com.baspired.power_boost.twa
AirBrush: Face & Hair Editor,"4.1
star",PIXOCIAL TECHNOLOGY (SINGAPORE) PTE. LTD.,https://play.google.com/store/apps/details?id=com.magicv.airbrush
Mood Patterns,"4.1
star",Mood Patterns,https://play.google.com/store/apps/details?id=info.moodpatterns.moodpatterns
Quell Relief,"3.8
star",Quell Pain Relief,https://play.google.com/store/apps/details?id=com.neurometrix.quell
Sad Lonely Painful & Hurt Love,"4.8
star",SendGroupSMS.com,https://play.google.com/store/apps/details?id=sad.lonely.love.quotes.full
Migraine Relief Hypnosis,"4.3
star",Surf City Apps,https://play.google.com/store/apps/details?id=com.surfcityapps.migrainerelief
MindEar | Tinnitus Relief,"3.9
star",MindEar,https://play.google.com/store/apps/details?id=com.mindear.tinnitus
Pain Relief Hypnosis,"4.3
star",Surf City Apps,https://play.google.com/store/apps/details?id=com.surfcityapps.painrelief
Hinge Health,"4.9
star","Hinge Health, Inc.",https://play.google.com/store/apps/details?id=com.hingehealth.phoenix
Grief Works - Self Love & Care,"4.4
star",PSYT,https://play.google.com/store/apps/details?id=uk.co.psyt.gw
sad quotes,"4.0
star",amindk,https://play.google.com/store/apps/details?id=com.sad_quotes.unit.sad.quotes.amindk
Yoga | Down Dog,"4.9
star",Yoga Buddhi Co.,https://play.google.com/store/apps/details?id=com.downdogapp
Pet First Aid,"4.6
star",American Red Cross,https://play.google.com/store/apps/details?id=com.cube.arc.pfa
Tinnibot | Tinnitus Relief,"2.9
star",MindEar,https://play.google.com/store/apps/details?id=com.tinnibot
Анти-депрессия: психолог,"4.4
star",iCognito app,https://play.google.com/store/apps/details?id=com.icognito.depression
Depression Wallpaper,"4.5
star",High D Wallpaper,https://play.google.com/store/apps/details?id=com.depression.wallpapers.sad.quotes.hdwallpapers.unhappy.lonely
Daily affirmations mirror,"4.5
star",nixGames,https://play.google.com/store/apps/details?id=com.nixgames.motivation.mirror
Affect: Addiction Recovery,"4.6
star",Affect Therapeutics,https://play.google.com/store/apps/details?id=com.affecttherapeutics
Depression Test,"4.4
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.moodtools.depressiontest
Depression Test,"4.4
star",Wind Method SRL,https://play.google.com/store/apps/details?id=test_pentru_depresie.ro
Depression Test,"3.4
star",Byron System Developer,https://play.google.com/store/apps/details?id=com.byronsd.teste_depressao
Bipolar Test,"4.2
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.bipolar.test
Depression Test,,Rock 'N Honey Apps,https://play.google.com/store/apps/details?id=com.rocknhoney.depressiontest
Depression Cognitive Research,,CogniFit Inc,https://play.google.com/store/apps/details?id=com.cognifit.android.depression
"Psychotests, personality tests","4.0
star",Interesting Tests Apps,https://play.google.com/store/apps/details?id=com.psychotests
AI Therapist - Voice Chat,"4.5
star","Appovatia, Inc.",https://play.google.com/store/apps/details?id=com.aimoodtracker
Three Good Things - Gratitude,"4.8
star",Oatmeal Apps,https://play.google.com/store/apps/details?id=co.plumstudio.threegoodthings
Daily Gratitude Journal: Spark,"4.8
star",BMD Publishing LTD,https://play.google.com/store/apps/details?id=app.spark.sparkappbmd
Feel Better™,,Feel Better Company,https://play.google.com/store/apps/details?id=com.feelbetter
Deliciously Ella: Feel Better,"4.7
star",Deliciously Ella,https://play.google.com/store/apps/details?id=com.deliciouslyella.delella
Google Maps,"3.2
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.maps
WhatsApp Messenger,"4.4
star",WhatsApp LLC,https://play.google.com/store/apps/details?id=com.whatsapp
Google Gemini,"4.5
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.bard
Google,"4.1
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox
Google Meet,"4.5
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.tachyon
Google Photos,"4.4
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.photos
Netflix,"4.0
star","Netflix, Inc.",https://play.google.com/store/apps/details?id=com.netflix.mediaclient
Gmail,"4.2
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.gm
Spotify: Music and Podcasts,"4.3
star",Spotify AB,https://play.google.com/store/apps/details?id=com.spotify.music
"Discord - Talk, Play, Hang Out","4.3
star",Discord Inc.,https://play.google.com/store/apps/details?id=com.discord
WhatsApp Business,"4.4
star",WhatsApp LLC,https://play.google.com/store/apps/details?id=com.whatsapp.w4b
X (Formerly Twitter),"3.8
star",X Corp.,https://play.google.com/store/apps/details?id=com.twitter.android
Microsoft 365 Copilot,"4.6
star",Microsoft Corporation,https://play.google.com/store/apps/details?id=com.microsoft.office.officehubrow
Google Keep - Notes and lists,"4.8
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.keep
Pinterest,"4.4
star",Pinterest,https://play.google.com/store/apps/details?id=com.pinterest
Disney+,"4.4
star",Disney,https://play.google.com/store/apps/details?id=com.disney.disneyplus
Free Fire MAX,"4.4
star",Garena International I,https://play.google.com/store/apps/details?id=com.dts.freefiremax
Remini - AI Photo Enhancer,"4.2
star",Bending Spoons,https://play.google.com/store/apps/details?id=com.bigwinepot.nwdn.international
Booking.com: Hotels & Travel,"4.8
star",Booking.com Hotels & Vacation Rentals,https://play.google.com/store/apps/details?id=com.booking
Google Go,"4.3
star",Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.searchlite
MX Player,"4.3
star",Amazon India.,https://play.google.com/store/apps/details?id=com.mxtech.videoplayer.ad
Sleep Aid Fan - White Noise,"4.6
star",App Magna,https://play.google.com/store/apps/details?id=com.appmagna.sleepaidfan
Sleep Monitor: Sleep Tracker,"4.3
star",Fasting APP Group,https://play.google.com/store/apps/details?id=com.sleepmonitor.aio
Sleep Tracker: Sleep Recorder,"4.1
star",CodeSculptors,https://play.google.com/store/apps/details?id=com.sleep.sleeptracker.sleepsounds.sleepcycle
Sleep Tracker - Sleep Recorder,"4.6
star",Leap Fitness Group,https://play.google.com/store/apps/details?id=sleeptrakcer.sleeprecorder.sleepapp.sleep
Sleep.com: Sleep Cycle Tracker,"3.7
star",Mattress Firm,https://play.google.com/store/apps/details?id=com.mattressfirm.sleepapp
Sleep Pilot - Sleep Tracker,"4.1
star","Sleep Pilot Technology Co., Ltd.",https://play.google.com/store/apps/details?id=com.dream.sleep
"Sleepway: Sleep Tracker, Sound","4.4
star",Vision Wizard,https://play.google.com/store/apps/details?id=com.visionwizard.sleeptrack
Sleep as Android: Smart alarm,"4.6
star",Petr Nálevka (Urbandroid),https://play.google.com/store/apps/details?id=com.urbandroid.sleep
ShutEye®: Sleep Tracker,"4.6
star",ENERJOY PTE. LTD.,https://play.google.com/store/apps/details?id=health.sleep.sounds.tracker.alarm.calm
SnoreLab : Record Your Snoring,"4.5
star",Reviva Softworks Ltd,https://play.google.com/store/apps/details?id=com.snorelab.app
RISE: Sleep Tracker,"4.3
star",Rise Science,https://play.google.com/store/apps/details?id=com.risesci.nyx
Oura,"4.3
star",Oura Health Ltd,https://play.google.com/store/apps/details?id=com.ouraring.oura
Twilight: Blue light filter,"4.6
star",Petr Nálevka (Urbandroid),https://play.google.com/store/apps/details?id=com.urbandroid.lux
Sleepwave: Alarm & Tracker,"4.2
star",Reviva Softworks Ltd,https://play.google.com/store/apps/details?id=com.sleepwave.app
Loóna: Bedtime relax & Sleep,"4.4
star",Loona Inc,https://play.google.com/store/apps/details?id=co.loona
Ultrahuman,"4.3
star",Ultrahuman.com,https://play.google.com/store/apps/details?id=com.ultrahuman.android
Eight Sleep,"3.6
star",Eight Sleep,https://play.google.com/store/apps/details?id=com.eightsleep.eight
Zepp Life,"3.9
star","Anhui Huami Information Technology Co.,Ltd.",https://play.google.com/store/apps/details?id=com.xiaomi.hm.health
sleepme: Path To Better Sleep,"2.2
star",Sleepme Inc.,https://play.google.com/store/apps/details?id=me.sleep.app
Binaural Beats Brainwaves,"4.4
star","Brainwaves for sleep, focus, meditation",https://play.google.com/store/apps/details?id=com.project.rbxproject
sleep² sleeptracker & analysis,"3.5
star",Nukkuaa,https://play.google.com/store/apps/details?id=com.nukkuaa.app
"Pzizz - Sleep, Nap, Focus","4.2
star","Pzizz, Inc.",https://play.google.com/store/apps/details?id=com.pzizz.android
Sleep School: Insomnia Help,"4.4
star",Sleep School,https://play.google.com/store/apps/details?id=org.thesleepschool.rnsleepschool
Sleep Well Hypnosis & Insomnia,"4.4
star",Surf City Apps,https://play.google.com/store/apps/details?id=com.surfcityapps.sleepwell
Insomnia Coach,"3.8
star",US Department of Veterans Affairs (VA),https://play.google.com/store/apps/details?id=gov.va.mobilehealth.ncptsd.insomniacoach
Sleep Sounds: White Noise,"4.7
star",Beforest Apps,https://play.google.com/store/apps/details?id=com.tarahonich.relaxsleepsounds
Sleep Sounds - relaxing sounds,"4.9
star",Craftsman Spirit,https://play.google.com/store/apps/details?id=relax.sleep.relaxation.sleepingsounds
Pocket Kado: Sleep & Relax Pet,"3.6
star",ReveryLab,https://play.google.com/store/apps/details?id=com.reverylab.pocketkado.prod
Sleep & Sounds - Relax Music,"4.5
star",Ebits Labs,https://play.google.com/store/apps/details?id=com.calm.sleepsounds
The Calm Gut: IBS Hypnotherapy,"4.2
star",Breakthrough Apps Inc,https://play.google.com/store/apps/details?id=breakthroughapps.com.jaynecorner
Sleep Sounds - Relax Music,"4.8
star",Leap Fitness Group,https://play.google.com/store/apps/details?id=sleepsounds.relaxandsleep.whitenoise
SleepTracker: Record & Improve,"4.2
star",Health Applines,https://play.google.com/store/apps/details?id=com.healthapplines.sleeprecord.tracker
Hypnosis App for Weight Loss,"4.2
star",Surf City Apps,https://play.google.com/store/apps/details?id=com.surfcityapps.loseweight
Sleepiest: Bedtime Stories,"2.4
star",Happiest Limited,https://play.google.com/store/apps/details?id=com.happiest.sleepiest
Sleep Jar - Sounds and Stories,"4.6
star",Sleep Jar,https://play.google.com/store/apps/details?id=com.sleepjar.android
Tap to Sleep: Bedtime Stories,"4.2
star",Bedtime Story Co,https://play.google.com/store/apps/details?id=com.bedtimestory.android
Bedtime stories for adults - C,"4.5
star",appscreativeec,https://play.google.com/store/apps/details?id=com.bedtimestories.foradult
Sleep Stories & Noise: Sakun,"3.9
star",Codmen,https://play.google.com/store/apps/details?id=com.app.sakun
"Storybook: Calm Bedtime, Sleep","3.9
star",Familify® - Kids Sleep Health & Early Stimulation,https://play.google.com/store/apps/details?id=app.storybook.story
Avrora Sleep Sounds & Stories,"3.8
star",SLOLIFE,https://play.google.com/store/apps/details?id=com.appsci.sleep
Bedtime Stories - Nighty AI,,SimpleInnovation,https://play.google.com/store/apps/details?id=com.nighty.ai.story.generator.bedtime.stories
Bedtime audio stories for kids,"4.6
star",ScousTech,https://play.google.com/store/apps/details?id=com.scoustech.interactive_short_kid_stories_tellpal
Bedtime Stories & Kids Sleep,,GunjanApps Studios,https://play.google.com/store/apps/details?id=com.kids.little.bedtime.stories.audio.books.sleep
Bedtime Stories for Kids Sleep,"4.4
star",Stas Apps,https://play.google.com/store/apps/details?id=com.stanislau.bedtime.audio.stories.kids
White Noise Lite,"4.6
star",TMSOFT,https://play.google.com/store/apps/details?id=com.tmsoft.whitenoise.lite
White Noise Sleep Sounds: rain,"4.9
star",Ipnos Software,https://play.google.com/store/apps/details?id=com.fitness22.sleeppillow
"Noise Machine - Green, White","4.6
star",AWAVE INTERACTIVE,https://play.google.com/store/apps/details?id=com.awave.noisemachine
White Noise,"4.5
star
$0.99",TMSOFT,https://play.google.com/store/apps/details?id=com.tmsoft.whitenoise.full
myNoise | Focus. Relax. Sleep.,"4.4
star",myNoise BV,https://play.google.com/store/apps/details?id=com.mynoise.mynoise
Brown Noise - Sleep Sounds,"4.5
star",ItDeveApps,https://play.google.com/store/apps/details?id=com.itdeveapps.brownnoise
White Noise: Baby Sleep Sounds,"4.2
star","Night Party Games: Charades, Quiz, Roulette, Fun!",https://play.google.com/store/apps/details?id=air.com.botiki.sleep
White Noise Pro,"4.5
star
$2.99",TMSOFT,https://play.google.com/store/apps/details?id=com.tmsoft.whitenoise.pro
Sound Sleeper Baby White Noise,"4.5
star",Parents2ParentsApps,https://play.google.com/store/apps/details?id=by.si.soundsleeper.free
Sleep Sounds & White Noise,"3.6
star",zwh.tec,https://play.google.com/store/apps/details?id=sleep.relax.whitenoise.sleepingsounds
"Slo: Sleep Sounds, Brown Noise","4.4
star",Nomadic Studio,https://play.google.com/store/apps/details?id=com.sleep.sounds.noise.rain
White Noise Baby Sleep Sounds,"4.7
star",AMICOOLSOFT,https://play.google.com/store/apps/details?id=com.amikulich.babysleep
White Noise Deep Sleep Sounds,"4.6
star",Slumber Studios,https://play.google.com/store/apps/details?id=com.kitefaster.whitenoise
Sound Machine - White Nois‪e,"3.5
star",Rockwell Ventures,https://play.google.com/store/apps/details?id=app.soundmachine
BabySleep: Whitenoise lullaby,"4.5
star",Petr Nálevka (Urbandroid),https://play.google.com/store/apps/details?id=com.urbandroid.babysleep
White Noise Sleep Sounds HD,"4.7
star",AMICOOLSOFT,https://play.google.com/store/apps/details?id=com.amikulich.sleep
Ambience: sleep sounds,"4.6
star",mikdroid,https://play.google.com/store/apps/details?id=it.mm.android.ambience
"Sleep Way – dream, white noise",,Areyana Inc.,https://play.google.com/store/apps/details?id=com.areyanainc.sleepway
White Noise - Sleep And Relax,"4.7
star",AMICOOLSOFT,https://play.google.com/store/apps/details?id=com.amikulich.whitenoise
White Noise: Sleep Sounds,"4.7
star",Dream_Studio,https://play.google.com/store/apps/details?id=com.dreamstudio.whitenoise
Baby sleep sounds White noise,"4.3
star",Demapps LLC,https://play.google.com/store/apps/details?id=com.whisperarts.white.noise.whispy
White Noise Ambience,,logicworks,https://play.google.com/store/apps/details?id=com.logicworks.android.whitenoiseambience
White Noise Pro - Sleep Sound,"4.5
star
$1.99",AwesomeDroid Studio,https://play.google.com/store/apps/details?id=com.awesomedroid.whitenoise.pro
Deep Meditate: Relax & Sleep,"4.3
star","Deep Meditate, Inc",https://play.google.com/store/apps/details?id=org.deeprelax.deepmeditation
Sleep Tracker - Sleep Cycle,"3.9
star",AllThatMsg,https://play.google.com/store/apps/details?id=easy.sleep.tracker2
Sleep Time - Alarm Calculator,"4.6
star",Oleg Filimonov,https://play.google.com/store/apps/details?id=ru.olegfilimonov.sleeptime
"Sleep Routine: Tracker, Alarm","3.3
star",Asleep Inc.,https://play.google.com/store/apps/details?id=ai.asleep.android_aaron
Relax Rain: sleep sounds,"4.7
star",mikdroid,https://play.google.com/store/apps/details?id=it.mm.android.relaxrain
Rain Thunderstorm Sleep Sounds,"4.9
star",Sleep sounds & Relaxing music,https://play.google.com/store/apps/details?id=com.aluntapps.rainsounds
Doze - Sleep Sounds & Stories,"3.2
star",Rockwell Ventures,https://play.google.com/store/apps/details?id=app.doze
Sleep Sounds,"4.4
star",Maple Media,https://play.google.com/store/apps/details?id=net.metapps.sleepsounds
Frequency Healing Sounds Hertz,"4.7
star",TOPD Ltd.,https://play.google.com/store/apps/details?id=com.frequency.healing.chakra.binaural.beats.brainwaves
"Sleepa: Relaxing sounds, Sleep","4.1
star",Maple Media,https://play.google.com/store/apps/details?id=net.relaxio.sleepo
Rain Rain Sleep Sounds,"4.6
star",Tim Gostony,https://play.google.com/store/apps/details?id=com.timgostony.rainrain
"Endel: Focus, Relax & Sleep","4.6
star",Endel Sound GmbH,https://play.google.com/store/apps/details?id=com.endel.endel
Ambiance by Fabulous,"4.6
star",TheFabulous,https://play.google.com/store/apps/details?id=co.thefab.ambiance
WaveMix Sleep Sound Soundscape,"5.0
star",CipliDev,https://play.google.com/store/apps/details?id=com.cipliDev.custom_wave_mix
Nightly: AI Sleep Sounds,"4.7
star",Munice inc.,https://play.google.com/store/apps/details?id=com.munice.miraclenight_android
Hatch Sleep,"3.9
star",Hatch Sleep,https://play.google.com/store/apps/details?id=com.hatchbaby.rest
Coping Skills for Adults,,Coping Skills Apps for Everyday Life,https://play.google.com/store/apps/details?id=com.copingskillsapp.adults
Skillsoft Percipio,"4.6
star",Skillsoft.,https://play.google.com/store/apps/details?id=com.skillsoft.Percipio
Soft Skills,,Education Apps Studio,https://play.google.com/store/apps/details?id=com.educationstudio.softskillss
Deepstash: Smarter Every Day!,"4.4
star",Deepstash,https://play.google.com/store/apps/details?id=com.deepstash
Kahoot! Play & Create Quizzes,"4.7
star",Kahoot!,https://play.google.com/store/apps/details?id=no.mobitroll.kahoot.android
"SkillCat: HVAC School, EPA 608","4.7
star",SkillCat,https://play.google.com/store/apps/details?id=com.skillcat
Aptitude & Career guidance,"4.2
star",DominGame,https://play.google.com/store/apps/details?id=com.softF.Vocacional
Chat Skills,,CHATSKILLS,https://play.google.com/store/apps/details?id=io.chatskills
Memorize Texts & Flashcards,,Memorify,https://play.google.com/store/apps/details?id=com.keypsdev.memorifytexts
Logopedia : ejercicios ES,,PMQ SOFTWARE,https://play.google.com/store/apps/details?id=com.pmqsoftware.logopedia.es1
Pocket Prep IT & Cybersecurity,"4.4
star","Pocket Prep, Inc.",https://play.google.com/store/apps/details?id=com.pocketprep.android.itcybersecurity
Eloquent: Stuttering Help,"4.3
star",Iyaso,https://play.google.com/store/apps/details?id=com.iyaso.eloquent
Micro Habits: Self-Improvement,"3.8
star",Infielight,https://play.google.com/store/apps/details?id=com.infielight.microhabits
Clarify: ADHD Organizer & help,"4.1
star",TheFabulous,https://play.google.com/store/apps/details?id=co.thefab.tm
Me+ Lifestyle Routine,"4.9
star",ENERJOY PTE. LTD.,https://play.google.com/store/apps/details?id=daily.planner.routine.habits
Habitica: Gamify Your Tasks,"4.7
star","HabitRPG, Inc.",https://play.google.com/store/apps/details?id=com.habitrpg.android.habitica
Ultiself | Self-Improvement,"4.2
star",Ultiself,https://play.google.com/store/apps/details?id=com.ultiself.android
Beanemo: Emotional Regulation,,Babble Beans,https://play.google.com/store/apps/details?id=com.babblebeans.beanemo
Brain Fit Life: Mental Health,"4.6
star","Amen Clinics, Inc., A Medical Corporation",https://play.google.com/store/apps/details?id=com.amensclinic.brainfitlife.mobileapplication
Selia,"4.6
star",Selia,https://play.google.com/store/apps/details?id=com.selia.app
Resilience Training Mobile,,Trainerize CBA-STUDIO,https://play.google.com/store/apps/details?id=com.trainerize.resiliencetrainingmobile
AIRS - Resilience Training,,"Perceptronics Solutions, Inc.",https://play.google.com/store/apps/details?id=com.perc.elearn.srts.android.nhrc.prod
Driven Resilience App,"4.1
star",Hello Driven,https://play.google.com/store/apps/details?id=com.driven.app
Resilience care,,Resilience Care,https://play.google.com/store/apps/details?id=com.resiliencecare.resilience
FitMind: Mind Training,"4.7
star",FitMind LLC,https://play.google.com/store/apps/details?id=com.fitmind
Stretch Exercise - Flexibility,"4.7
star",Leap Fitness Group,https://play.google.com/store/apps/details?id=stretching.stretch.exercises.back
mResilience,,"The Informatics Applications Group, Inc. (TIAG)",https://play.google.com/store/apps/details?id=net.tiag.mres
Trainingym,"4.2
star",Intelinova Software,https://play.google.com/store/apps/details?id=com.Intelinova.TgApp
RESILIENCE,,Education Nick Media,https://play.google.com/store/apps/details?id=co.nick.qcwix
Flexibility & Stretching,"4.6
star",Fitify Apps,https://play.google.com/store/apps/details?id=com.fitifyapps.bwstretching
Eyes+Vision:training&exercises,"4.4
star",Funlika,https://play.google.com/store/apps/details?id=com.funlika.eyeworkout
Splits Training at home,"4.3
star",Riafy Technologies,https://play.google.com/store/apps/details?id=do.split.workout.stretching
Functional Training Workouts,,WTA Functional Training,https://play.google.com/store/apps/details?id=com.wtafunctionaltraining.wtaapp
Resilient: strength workouts,"4.8
star","activerse.app: Fitness, Nutrition, Home Workouts",https://play.google.com/store/apps/details?id=app.resilient.diet.fitness
Flexibility training Stretch,"5.0
star",Gym Fitness & Workout,https://play.google.com/store/apps/details?id=gymfitness.stretchingexercisesathomeflexibilitytraining
WHOOP,"3.3
star",WHOOP,https://play.google.com/store/apps/details?id=com.whoop.android
Reaction training,"4.8
star",nixGames,https://play.google.com/store/apps/details?id=com.nixgames.reaction
Pelvic Floor Workout Plan,"2.2
star",Fitric,https://play.google.com/store/apps/details?id=eu.fitric.pelvicfloor
Strength Training by M&M,"4.8
star",Muscle and Motion,https://play.google.com/store/apps/details?id=air.com.musclemotion.strength.mobile
Kegel Pro: Trainer for Men,"4.0
star",MINT LV,https://play.google.com/store/apps/details?id=smart.kegel.exercises.men
Centr: Personal Fitness App,"4.5
star",Centr,https://play.google.com/store/apps/details?id=com.centr.app
Reflex Training,"4.5
star",Jan Augustyniak,https://play.google.com/store/apps/details?id=com.janaug.rtap
Resilience@SMU,,UniWellBeing,https://play.google.com/store/apps/details?id=com.uniwellbeing.smu
Gravl: Personal Trainer,"4.6
star",GAINS COACH PTY LTD,https://play.google.com/store/apps/details?id=com.liteup.getgains
Vision Training & Eye Exercise,"3.8
star",Optics Trainer,https://play.google.com/store/apps/details?id=com.OpticsTrainer.VisionTraining
Psychology Study & Test Guide,"4.7
star",Bloom Code Studio,https://play.google.com/store/apps/details?id=com.bloomcodestudio.learnpsychology
AP Psychology Practice & Prep,"4.4
star",Varsity Tutors LLC,https://play.google.com/store/apps/details?id=com.varsitytutors.learningtools.appsychology
Learn Social Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.social.psychology
Learn Abnormal Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.abnormal.psychology
Psychology Master,"4.2
star",Outmaster,https://play.google.com/store/apps/details?id=com.outmaster.psychologyapp
Learn Counseling Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.counseling.psychology
Psychology Today Professionals,"3.5
star",Psychology Today Inc,https://play.google.com/store/apps/details?id=com.psychologytoday.members
Psychology Facts Surprise You,,Cosmic Energy,https://play.google.com/store/apps/details?id=status.maker.psychology.creator.mind.reader
Learn Cognitive Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.cognitive.psychology
Learn General Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.general.psychology
Lifespan Psychology Study App,,Bloom Code Studio,https://play.google.com/store/apps/details?id=com.bloomcodestudio.developmentalpsychology
AP Psychology Test Prep 2025,,Easy Prep,https://play.google.com/store/apps/details?id=com.sima.apsychology
Learn Developmental Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.developmental.psychology
Mental Health Psychology Facts,"4.3
star",Chirag Dhanesha Raghuvanshi,https://play.google.com/store/apps/details?id=com.psy.chigs7.psychologyfacts
Learn Educational Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.educational.psychology
40+ Psychological Tests,"4.4
star",MuraDev,https://play.google.com/store/apps/details?id=com.muraDev.psychotests
The Psychologist,,The British Psychological Society,https://play.google.com/store/apps/details?id=com.thebritishpsychologicalsociety.thepsychologist
Daily Psychology Facts,"4.9
star",Elyte Labs,https://play.google.com/store/apps/details?id=com.elytelabs.psychologyfacts
Psychology Daily,"4.0
star",Psychology Daily Team,https://play.google.com/store/apps/details?id=com.psychology.daily
Learn Health Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.health.psychology
Learn Personality Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.personality.psychology
Amazing Psychology Facts,"4.7
star",GV apps,https://play.google.com/store/apps/details?id=com.gvapps.psychologyfacts
Learn Forensic Psychology,,Total Cyber Tech Pvt Ltd,https://play.google.com/store/apps/details?id=learn.forensic.psychology
Psychology Quiz,"4.6
star",Sana Edutech,https://play.google.com/store/apps/details?id=com.sanaedutech.psychology
Telehealth by SimplePractice,"4.5
star",SimplePractice,https://play.google.com/store/apps/details?id=com.simplepractice.video
Max MyHealth -by Max Hospitals,"2.9
star",Max Healthcare,https://play.google.com/store/apps/details?id=com.maxhealthcare
